id,dbf_id,name,text,card_set,data_first_seen,set_release_date,type,card_class,classes,rarity,cost,attack,health,durability,armor,spell_school,races,mechanics,artist,legendary,n_balance_changes,is_reprint,n_printings,original_id,flavor
CORE_GIL_598,86539,Tess Greymane,Battlecry: Replay every card from another class you've played this game (targets chosen randomly).,PLACEHOLDER_202204,2022-04-25,,MINION,ROGUE,ROGUE,LEGENDARY,7,6,6,0,0,NONE,,BATTLECRY,J. Axer,True,1,True,2,GIL_598,Those who cannot remember their card history are doomed to repeat it.
TSC_030,71984,The Leviathan,"Colossal +1 Rush, Divine Shield After this attacks, Dredge.",THE_SUNKEN_CITY,2022-04-25,,MINION,PALADIN,PALADIN,LEGENDARY,7,4,5,0,0,NONE,MECHANICAL,COLOSSAL|DIVINE_SHIELD|DREDGE|RUSH,Paul Mafayon,True,0,False,1,TSC_030,"Built by Ini Stormcoil, this massive vessel can withstand almost anything you put it through... although she would prefer you didn't!"
TSC_630,72415,Wrathspine Enchanter,"Battlecry: Cast a copy of a Fire, Frost, and Nature spell in your hand (targets chosen randomly).",THE_SUNKEN_CITY,2022-04-25,,MINION,SHAMAN,SHAMAN,EPIC,7,5,4,0,0,NONE,NAGA,BATTLECRY,Konstantin Porubov,False,0,False,1,TSC_630,"If he could see, he might be better at targeting."
TSC_219,73726,Xhilag of the Abyss,"Colossal +4 At the start of your turn, increase the damage of Xhilag's Stalks by 1.",THE_SUNKEN_CITY,2022-04-25,,MINION,DEMONHUNTER,DEMONHUNTER,LEGENDARY,7,3,6,0,0,NONE,DEMON,COLOSSAL,Vladimir Kafanov,True,0,False,1,TSC_219,"When ancient heroes drove a felhunter into the sea, they thought it was the end. But for Xhilag, it was only the beginning..."
TSC_029,71841,"Gaia, the Techtonic","Colossal +2 After a friendly Mech attacks, deal 1 damage to all enemies.",THE_SUNKEN_CITY,2022-04-25,,MINION,MAGE,MAGE,LEGENDARY,8,5,7,0,0,NONE,MECHANICAL,COLOSSAL,Matt Dixon,True,0,False,1,TSC_029,"Always planning ahead, Ini knew she'd need this invention to protect all her other inventions."
TSC_962,74741,Gigafin,Colossal +1. Battlecry: Devour all enemy minions. Deathrattle: Spit them back out.,THE_SUNKEN_CITY,2022-04-25,,MINION,WARLOCK,WARLOCK,LEGENDARY,8,7,4,0,0,NONE,MURLOC,BATTLECRY|COLOSSAL|DEATHRATTLE,Slawomir Maniak,True,0,False,1,TSC_962,How much storage does Gigafin's Maw have? About a giga bite.
CORE_DAL_609,76271,Kalecgos,Your first spell each turn costs (0). Battlecry: Discover a spell.,PLACEHOLDER_202204,2022-04-25,,MINION,MAGE,MAGE,LEGENDARY,8,4,12,0,0,NONE,DRAGON,AURA|BATTLECRY|DISCOVER,Chris Rahn,True,1,True,2,DAL_609,He was once the Aspect of Magic but gave it up to focus on cheap tricks.
CORE_DRG_090,86536,Murozond the Infinite,Battlecry: Play all cards your opponent played last turn.,PLACEHOLDER_202204,2022-04-25,,MINION,PRIEST,PRIEST,LEGENDARY,8,8,8,0,0,NONE,DRAGON,BATTLECRY,Ludo Lullabi,True,0,True,2,DRG_090,"""Well, I'm glad YOU knew what I should be doing this turn."""
CORE_UNG_848,76327,Primordial Drake,Taunt Battlecry: Deal 2 damage to all other minions.,CORE,2022-04-25,,MINION,NEUTRAL,NEUTRAL,EPIC,8,4,8,0,0,NONE,DRAGON,BATTLECRY|TAUNT,Mike Sass,False,0,True,2,UNG_848,Before he became a rap artist.
CORE_OG_229,86546,"Ragnaros, Lightlord","At the end of your turn, restore 8 Health to a damaged friendly character.",PLACEHOLDER_202204,2022-04-25,,MINION,PALADIN,PALADIN,LEGENDARY,8,8,8,0,0,NONE,ELEMENTAL,,James Ryman,True,0,True,2,OG_229,"What happens when you try and corrupt a corrupted firelord? DOUBLE NEGATIVE, INSECT!"
TSC_209,72481,Whirlpool,Destroy all minions and all copies of them (wherever they are).,THE_SUNKEN_CITY,2022-04-25,,SPELL,PRIEST,PRIEST,EPIC,8,0,0,0,0,NATURE,,,L. Lullabi & K. Turovec,False,1,False,1,TSC_209,"In the southern hemisphere, it actually summons all minions instead."
TSC_659,74672,Trenchstalker,Battlecry: Attack three different random enemies.,THE_SUNKEN_CITY,2022-04-25,,MINION,WARRIOR,WARRIOR,EPIC,9,8,9,0,0,NONE,BEAST,BATTLECRY,Alex Stone,False,0,False,1,TSC_659,Cooler heads prevail.
CORE_EX1_279,76272,Pyroblast,Deal 10 damage.,PLACEHOLDER_202204,2022-04-25,,SPELL,MAGE,MAGE,EPIC,10,0,0,0,0,FIRE,,,Luca Zontini,False,0,True,3,EX1_279,Take the time for an evil laugh after you draw this card.
CORE_EX1_586,76322,Sea Giant,Costs (1) less for each other minion on the battlefield.,PLACEHOLDER_202204,2022-04-25,,MINION,NEUTRAL,NEUTRAL,EPIC,10,8,8,0,0,NONE,,,Svetlin Velinov,False,0,True,3,EX1_586,See? Giant.
TSC_061,73434,The Garden's Grace,Give a minion +4/+4 and Divine Shield. Costs (1) less for each Mana you've spent on Holy spells this game.,THE_SUNKEN_CITY,2022-04-25,,SPELL,PALADIN,PALADIN,EPIC,10,0,0,0,0,HOLY,,,Grace Liu,False,1,False,1,TSC_061,The perfect place to hold Conchella.
TSC_829,71949,Naga Giant,Costs (1) less for each Mana you've spent on spells this game.,THE_SUNKEN_CITY,2022-04-25,,MINION,NEUTRAL,NEUTRAL,EPIC,20,8,8,0,0,NONE,NAGA,,Ian Ameling,False,0,False,1,TSC_829,"He might be giant, but he’s still a couple thousand protein shakes away from competing in the Colossal Wrestling Championship."
TID_713,71646,Bubbler,"After this minion takes exactly one damage, destroy it. (Pop!)",THE_SUNKEN_CITY,2022-05-23,,MINION,NEUTRAL,NEUTRAL,COMMON,1,2,4,0,0,NONE,ELEMENTAL,,BOSi Studio,False,0,False,1,TID_713,Prefers regular over diet shampoo.
TID_001,76117,Moonbeam,"Deal 1 damage to an enemy, twice.",THE_SUNKEN_CITY,2022-05-23,,SPELL,DRUID,DRUID,COMMON,1,0,0,0,0,ARCANE,,,Jaemin Kim,False,0,False,1,TID_001,"The light of the moon may have disappeared from Zin-Azshari after the Sundering, but not its power."
TID_078,76259,Shattershambler,"Battlecry: Your next Deathrattle minion costs (1) less, but immediately dies when played.",THE_SUNKEN_CITY,2022-05-23,,MINION,ROGUE,ROGUE,RARE,1,1,3,0,0,NONE,ELEMENTAL,BATTLECRY,Mauricio Herrera,False,2,False,1,TID_078,"Someone didn’t realize the ‘cold, black heart’ thing was supposed to be a metaphor."
TID_704,75072,Fossil Fanatic,"After your hero attacks, draw a Fel spell.",THE_SUNKEN_CITY,2022-05-23,,MINION,DEMONHUNTER,DEMONHUNTER,COMMON,2,2,2,0,0,NONE,,,Arthur Gimaldinov,False,0,False,1,TID_704,Praise Lord Helix!
TID_080,76261,Inkveil Ambusher,Stealth Has +3 Attack and Immune while attacking.,THE_SUNKEN_CITY,2022-05-23,,MINION,ROGUE,ROGUE,RARE,2,1,2,0,0,NONE,NAGA,STEALTH,Vika Yarova,False,0,False,1,TID_080,You’ve got it wrong. She releases ink when you’re scared.
TID_931,80121,Jackpot!,Add two random spells from other classes that cost (5) or more to your hand.,THE_SUNKEN_CITY,2022-05-23,,SPELL,ROGUE,ROGUE,COMMON,2,0,0,0,0,NONE,,,Arthur Bozonnet,False,0,False,2,TID_931,Find someone who looks at you the way Hooktusk looks at loot.
TID_099,76223,K9-0tron,"Battlecry: Dredge. If it's a 1-Cost minion, summon it.",THE_SUNKEN_CITY,2022-05-23,,MINION,HUNTER,HUNTER,COMMON,2,2,3,0,0,NONE,MECHANICAL|BEAST,BATTLECRY|DREDGE,Zoltan Boros,False,0,False,1,TID_099,You merely adopted the Battlegrounds. I was born in it. Molded by it.
TID_000,75558,Spirit of the Tides,"If you have any unspent Mana at the end of your turn, gain +1/+2.",THE_SUNKEN_CITY,2022-05-23,,MINION,DRUID,DRUID,RARE,2,2,2,0,0,NONE,ELEMENTAL,,Mooncolony,False,0,False,1,TID_000,Cleans the ocean better than any store-brand competitor - guaranteed or your Mana back!
TID_707,75555,Submerged Spacerock,Deathrattle: Add two Arcane Mage spells to your hand. They are Temporary.,THE_SUNKEN_CITY,2022-05-23,,MINION,MAGE,MAGE,RARE,2,2,2,0,0,NONE,ELEMENTAL,DEATHRATTLE,Mauricio Herrera,False,1,False,1,TID_707,Time for some out of this world RNG.
TID_074,76224,Ancient Krakenbane,"Battlecry: If you've cast three spells while holding this, deal 5 damage.@ ({0} left!)@ (Ready!)",THE_SUNKEN_CITY,2022-05-23,,MINION,HUNTER,HUNTER,RARE,3,3,3,0,0,NONE,NAGA,BATTLECRY,Zoltan Boros,False,0,False,1,TID_074,"""Call me Fishmael."""
TID_715,75633,Clash of the Colossals,Add a random Colossal minion to both players' hands. Yours costs (2) less.,THE_SUNKEN_CITY,2022-05-23,,SPELL,WARRIOR,WARRIOR,RARE,3,0,0,0,0,NONE,,,Anton Zemskov,False,0,False,1,TID_715,"Don’t let this distract you from the fact that in 1998, Ozumat threw Neptulon off Shell in a Cell, and plummeted 16 fathoms through an announcer’s table."
TID_004,75589,Clownfish,Battlecry: Your next two Murlocs cost (2) less.,THE_SUNKEN_CITY,2022-05-23,,MINION,SHAMAN,SHAMAN,COMMON,3,3,2,0,0,NONE,MURLOC,BATTLECRY,Ursula Dorada,False,0,False,1,TID_004,His jokes are hilarious if you know Nerglish.
TID_706,75552,Herald of Chaos,"Lifesteal Battlecry: If you've cast a Fel spell while holding this, gain Rush.",THE_SUNKEN_CITY,2022-05-23,,MINION,DEMONHUNTER,DEMONHUNTER,COMMON,3,3,4,0,0,NONE,NAGA,BATTLECRY|LIFESTEAL,L. Lullabi & K. Turovec,False,0,False,1,TID_706,They used to be called the Heralds of Order before all of this silly Sundering nonsense.
TID_085,76583,Herald of Light,"Battlecry: If you've cast a Holy spell while holding this, restore 6 Health to all friendly characters.",THE_SUNKEN_CITY,2022-05-23,,MINION,PRIEST,PRIEST,COMMON,3,3,4,0,0,NONE,NAGA,BATTLECRY,Arthur Gimaldinov,False,0,False,1,TID_085,Wake up! No sleeping in with the fishes!
TID_002,75560,Herald of Nature,"Battlecry: If you've cast a Nature spell while holding this, give your other minions +1/+1.",THE_SUNKEN_CITY,2022-05-23,,MINION,DRUID,DRUID,COMMON,3,3,3,0,0,NONE,NAGA,BATTLECRY,Vladimir Kafanov,False,1,False,1,TID_002,A mother of plants in mother of pearl.
TID_717,73445,Herald of Shadows,"Battlecry: If you've cast a Shadow spell while holding this, steal 2 Health from a minion.",THE_SUNKEN_CITY,2022-05-23,,MINION,WARLOCK,WARLOCK,COMMON,3,4,2,0,0,NONE,NAGA,BATTLECRY,Alex Stone,False,0,False,1,TID_717,"“IT’S NOT A PHASE, MOM!”"
TID_098,73427,Myrmidon,"After you cast a spell on this minion, draw a card.",THE_SUNKEN_CITY,2022-05-23,,MINION,PALADIN,PALADIN,COMMON,3,3,4,0,0,NONE,NAGA,,Ursula Dorada,False,0,False,1,TID_098,He didn't have time to Myrmidon the other half of his armor before combat started.
TID_708,75556,Polymorph: Jellyfish,Transform a minion into a 4/1 Jellyfish with Spell Damage +2.,THE_SUNKEN_CITY,2022-05-23,,SPELL,MAGE,MAGE,COMMON,3,0,0,0,0,ARCANE,,,Sergey Tsvelykh,False,0,False,1,TID_708,"While Ini’s first use of the Spontaneous Gelatin Transmalgamizer may have gotten her banned from the Gnomish Cooking Convention, she’s never one to throw away a new invention."
TID_075,76225,Shellshot,Deal 3 damage to a random enemy minion. Repeat this with 1 less damage.,THE_SUNKEN_CITY,2022-05-23,,SPELL,HUNTER,HUNTER,RARE,3,0,0,0,0,NATURE,,,Zoltan Boros,False,0,False,1,TID_075,Precision over accuracy.
TID_710,75579,Snapdragon,Battlecry: Give all Battlecry minions in your deck +1/+1.,THE_SUNKEN_CITY,2022-05-23,,MINION,NEUTRAL,NEUTRAL,RARE,3,3,3,0,0,NONE,BEAST,BATTLECRY,Luca Zontini,False,0,False,1,TID_710,"Good synergy with Crackledragon, not so much with Popdragon."
TID_744,85810,Coilfang Constrictor,Battlecry: Look at 3 cards in your opponent's hand and choose one. It can't be played next turn.,THE_SUNKEN_CITY,2022-05-23,,MINION,NEUTRAL,NEUTRAL,RARE,4,5,4,0,0,NONE,BEAST,BATTLECRY,Patrik Bjorkstrom,False,0,False,1,TID_744,How do you know when someone has a crush on you? They take your breath away.
TID_700,74988,Disarming Elemental,Battlecry: Dredge for your opponent. Set its Cost to (6).,THE_SUNKEN_CITY,2022-05-23,,MINION,PRIEST,PRIEST,RARE,4,4,4,0,0,NONE,ELEMENTAL,BATTLECRY|DREDGE,Todd Harris,False,0,False,1,TID_700,"""You can have these back when you learn to play nice."""
TID_920,80120,Drown,Put an enemy minion on the bottom of your deck.,THE_SUNKEN_CITY,2022-05-23,,SPELL,PRIEST,PRIEST,RARE,4,0,0,0,0,SHADOW,,,Jakub Kasper,False,0,False,1,TID_920,"If you play it on a Naga, they drown in their sorrows instead."
TID_714,75631,Igneous Lavagorger,Taunt Battlecry: Dredge. Gain Armor equal to its Cost.,THE_SUNKEN_CITY,2022-05-23,,MINION,WARRIOR,WARRIOR,COMMON,4,3,5,0,0,NONE,ELEMENTAL|BEAST,BATTLECRY|DREDGE|TAUNT,Studio Hive,False,0,False,1,TID_714,"Lava shark, doo doo doo doo doo doo."
TID_718,75637,Immolate,"Light every card in the opponent's hand on fire. In 3 turns, any still in hand are destroyed!",THE_SUNKEN_CITY,2022-05-23,,SPELL,WARLOCK,WARLOCK,RARE,4,0,0,0,0,FIRE,,,Slawomir Maniak,False,0,False,1,TID_718,"""Well if you cared about those cards so much, why didn't you play them?"""
TID_003,75586,Tidelost Burrower,"Battlecry: Dredge. If it's a Murloc, summon a 2/2 copy of it.",THE_SUNKEN_CITY,2022-05-23,,MINION,SHAMAN,SHAMAN,COMMON,4,4,4,0,0,NONE,MURLOC,BATTLECRY|DREDGE,Adam Byrne,False,0,False,1,TID_003,"Burrowing may not be for everyone, but I dig it."
TID_703,75070,Topple the Idol,Dredge. Reveal it and deal damage equal to its Cost to all minions.,THE_SUNKEN_CITY,2022-05-23,,SPELL,DEMONHUNTER,DEMONHUNTER,RARE,4,0,0,0,0,NONE,,DREDGE,Konstantin Turovec,False,1,False,1,TID_703,"No Old Gods or Kings, only Naga."
TID_005,75590,Command of Neptulon,Summon two 5/4 Elementals with Rush. Overload: (1),THE_SUNKEN_CITY,2022-05-23,,SPELL,SHAMAN,SHAMAN,RARE,5,0,0,0,0,NATURE,,OVERLOAD,BOSi Studio,False,0,False,1,TID_005,"""REVENANT TO F6. CHECKMATE, OZUMAT!"""
TID_719,75639,Commander Ulthok,Battlecry: Your opponent's cards cost Health instead of Mana next turn.,THE_SUNKEN_CITY,2022-05-23,,MINION,WARLOCK,WARLOCK,LEGENDARY,5,7,7,0,0,NONE,,BATTLECRY,James Ryman,True,0,False,1,TID_719,"He likes to spend his free time in his garden, growing Bloodradish, Bloodcabbage, and his favorite, Bloodbloom."
TID_709,72024,Lady Naz'jar,"While in your hand, this transforms after you cast a Fire, Frost, or Arcane spell.",THE_SUNKEN_CITY,2022-05-23,,MINION,MAGE,MAGE,LEGENDARY,5,5,5,0,0,NONE,NAGA,,A. J. Nazzaro,True,0,False,1,TID_709,Talk about an identity crisis.
TID_711,75580,Ozumat,"Colossal +6 Deathrattle: For each of Ozumat's Tentacles, destroy a random enemy minion.",THE_SUNKEN_CITY,2022-05-23,,MINION,NEUTRAL,NEUTRAL,LEGENDARY,8,6,5,0,0,NONE,BEAST,COLOSSAL|DEATHRATTLE,Zoltan Boros,True,0,False,1,TID_711,Deathrattle: You'll be octo-sorry.
TID_716,75635,Tidal Revenant,Battlecry: Deal 5 damage. Gain 8 Armor.,THE_SUNKEN_CITY,2022-05-23,,MINION,WARRIOR,WARRIOR,COMMON,8,5,8,0,0,NONE,ELEMENTAL,BATTLECRY,Daniil Kudriavtsev,False,2,False,1,TID_716,"A big minion that clears the board and gains Armor? Wow, Warrior is really in their element now."
TID_949,80117,Front Lines,Summon a minion from each player's deck. Repeat until either side of the battlefield is full.,THE_SUNKEN_CITY,2022-05-23,,SPELL,PALADIN,PALADIN,EPIC,9,0,0,0,0,NONE,,,Daniil Kudriavtsev,False,0,False,1,TID_949,"With the line in the sand crossed, the battle for the Throne of Tides had begun."
TID_077,76258,Lightray,Taunt Costs (1) less for each Paladin card you've played this game.,THE_SUNKEN_CITY,2022-05-23,,MINION,PALADIN,PALADIN,COMMON,9,5,5,0,0,NONE,ELEMENTAL|BEAST,TAUNT,Tanamaes Leejiarasaes,False,2,False,1,TID_077,"Lightrays, much like rays of light, tend to be seen closer to the surface."
TID_712,75583,Neptulon the Tidehunter,"Colossal +2, Rush, Windfury Whenever Neptulon attacks, if you control any Hands, they attack instead.",THE_SUNKEN_CITY,2022-05-23,,MINION,NEUTRAL,NEUTRAL,LEGENDARY,10,7,7,0,0,NONE,ELEMENTAL,COLOSSAL|RUSH|WINDFURY,James Ryman,True,0,False,1,TID_712,"Neptulon, tired of filling hands, is now throwing hands."
REV_018,79767,Prince Renathal,Your deck size and starting Health are 40.,REVENDRETH,2022-06-21,,MINION,NEUTRAL,NEUTRAL,LEGENDARY,3,3,4,0,0,NONE,,,James Ryman,True,3,False,2,REV_018,"A lot of kids go through a rebellious phase, but Prince Renathal's was a bit extreme."
REV_507,78117,Dispose of Evidence,Give your hero +3 Attack this turn. Pick from 3 cards in your hand to shuffle into your deck.,REVENDRETH,2022-07-20,,SPELL,DEMONHUNTER,DEMONHUNTER,RARE,0,0,0,0,0,NONE,,,Jason Kang,False,1,False,2,REV_507,Just because you did it doesn't mean you have to be guilty.
REV_356,78273,Batty Guest,Deathrattle: Summon a 2/1 Bat.,REVENDRETH,2022-07-20,,MINION,HUNTER,HUNTER,COMMON,1,1,1,0,0,NONE,,DEATHRATTLE,A. J. Nazzaro,False,0,False,2,REV_356,His favorite food is chocolate cereal.
REV_920,76975,Convincing Disguise,Transform a friendly minion into one that costs (2) more. Infuse (@): Transform all friendly minions instead.,REVENDRETH,2022-07-20,,SPELL,SHAMAN,SHAMAN,RARE,1,0,0,0,0,NONE,,INFUSE,Caroline Gariba,False,0,False,2,REV_920,"Okay gang, let's see who's really under the mask… *gasp* Old Man Bru'kan!?"
REV_938,77556,Door of Shadows,Draw a spell. Infuse (@): Add a Temporary copy of it to your hand.,REVENDRETH,2022-07-20,,SPELL,ROGUE,ROGUE,RARE,1,0,0,0,0,SHADOW,,INFUSE,Konstantin Turovec,False,1,False,2,REV_938,"Upon arrival, please ring the doorbell of shadows, and wipe your shoes on the doormat of shadows before entering."
REV_338,78373,Dredger Staff,Battlecry: Give minions in your hand +1 Health.,REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,COMMON,1,1,2,0,0,NONE,,BATTLECRY,Anton Zemskov,False,0,False,2,REV_338,"The dredger staff held the dredger knife and said, ""Dredger bow before the Sire!"""
REV_242,77057,Flustered Librarian,Has +1 Attack for each Imp you control.,REVENDRETH,2022-07-20,,MINION,WARLOCK,WARLOCK,COMMON,1,1,3,0,0,NONE,,,Anton Zemskov,False,0,False,2,REV_242,A fairly sIMPle card.
REV_923,76981,Muck Pools,Transform a friendly minion into one that costs (1) more.,REVENDRETH,2022-07-20,,LOCATION,SHAMAN,SHAMAN,RARE,1,0,3,0,0,NONE,,LOCATION,Jakub Kasper,False,0,False,2,REV_923,Making a dredger is easier than you'd think. You don't need to worry about mucking it up!
REV_313,77654,Planted Evidence,Discover a spell. It costs (2) less this turn.,REVENDRETH,2022-07-20,,SPELL,DRUID,DRUID,COMMON,1,0,0,0,0,NATURE,,DISCOVER,Ramzy Kamen,False,0,False,2,REV_313,So you're telling me this wasn't Natural Causes?
REV_842,79741,Promotion,Give a Silver Hand Recruit +3/+3 and Taunt.,REVENDRETH,2022-07-20,,SPELL,PALADIN,PALADIN,EPIC,1,0,0,0,0,NONE,,,Matt Dixon,False,1,False,2,REV_842,"And with the new title of 'Golden Hand Recruit', you also get a pay raise!"
REV_834,78469,Relic of Extinction,"Deal @ damage to a random enemy minion, twice. Improve your future Relics.",REVENDRETH,2022-07-20,,SPELL,DEMONHUNTER,DEMONHUNTER,COMMON,1,0,0,0,0,NONE,,,Slawomir Maniak,False,1,False,2,REV_834,"Faster than an asteroid, and just as effective."
REV_990,82313,Sanguine Depths,Deal 1 damage to a minion and give it +2 Attack.,REVENDRETH,2022-07-20,,LOCATION,WARRIOR,WARRIOR,RARE,1,0,3,0,0,NONE,,LOCATION,Mooncolony,False,1,False,2,REV_990,"There may not be any skeletons in the closets at Castle Nathria, but there sure are souls in the basement."
REV_952,78143,Sinful Sous Chef,Deathrattle: Add 2 Silver Hand Recruits to your hand.,REVENDRETH,2022-07-20,,MINION,PALADIN,PALADIN,COMMON,1,2,1,0,0,NONE,UNDEAD,DEATHRATTLE,Hideaki Takamura,False,0,False,2,REV_952,"If this dinner party goes well, she thinks she has a good shot at being on Fel's Kitchen."
REV_839,78532,Sinstone Totem,"At the end of your turn, gain +1 Health.",REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,COMMON,1,0,3,0,0,NONE,TOTEM,,Ramzy Kamen,False,0,False,2,REV_839,This one's heavier than the wooden totems. Mostly from the weight of your sins.
REV_000,75866,Suspicious Alchemist,"Battlecry: Discover a spell. If your opponent guesses your choice, they get a copy.",REVENDRETH,2022-07-20,,MINION,MAGE,MAGE,RARE,1,1,3,0,0,NONE,,BATTLECRY|DISCOVER,Jakub Kasper,False,0,False,2,REV_000,Side effects may include feeling totally fine! Don't even worry about it.
REV_002,75922,Suspicious Usher,"Battlecry: Discover a Legendary minion. If your opponent guesses your choice, they get a copy.",REVENDRETH,2022-07-20,,MINION,PRIEST,PRIEST,RARE,1,1,3,0,0,NONE,,BATTLECRY|DISCOVER,Arthur Bozonnet,False,0,False,2,REV_002,"""Oh please, let me take your jacket, luggage, and absurdly large shoulder pads."""
REV_249,77305,The Light! It Burns!,Deal damage to a minion equal to its Attack.,REVENDRETH,2022-07-20,,SPELL,PRIEST,PRIEST,COMMON,1,0,0,0,0,HOLY,,,Grace Liu,False,0,False,2,REV_249,"Wait, if you're over there, then who's messing with the lights?!"
REV_332,78142,Anima Extractor,"Whenever a friendly minion takes damage, give a random minion in your hand +1/+1.",REVENDRETH,2022-07-20,,MINION,WARRIOR,WARRIOR,COMMON,2,1,4,0,0,NONE,,,Slawomir Maniak,False,0,False,2,REV_332,After we are done you're welcome to help yourself to cookies and apple juice. Thank you for your donation!
REV_841,79486,Anonymous Informant,Battlecry: The next Secret you play costs (0).,REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,COMMON,2,2,3,0,0,NONE,,BATTLECRY,Arthur Bozonnet,False,0,False,2,REV_841,It turns out she wasn't so great at keeping secrets after all.
REV_511,78150,Bibliomite,Battlecry: Choose a card in your hand to shuffle into your deck.,REVENDRETH,2022-07-20,,MINION,DEMONHUNTER,DEMONHUNTER,COMMON,2,5,4,0,0,NONE,,BATTLECRY,Vladimir Kafanov,False,1,False,2,REV_511,He did NOT want to cast a spell.
REV_917,76970,Carving Chisel,"After your hero attacks, summon a random basic Totem.",REVENDRETH,2022-07-20,,WEAPON,SHAMAN,SHAMAN,COMMON,2,1,3,0,0,NONE,,,Sergey Tsvelykh,False,1,False,2,REV_917,Look at your stone. Visualize the totem within. Then gently...
REV_362,78418,Castle Kennels,"Give a friendly minion +2 Attack. If it's a Beast, give it Rush.",REVENDRETH,2022-07-20,,LOCATION,HUNTER,HUNTER,RARE,2,0,3,0,0,NONE,,LOCATION,Mooncolony,False,0,False,2,REV_362,Play dead! Oh…
REV_931,77296,Conqueror's Banner,"Reveal a card from each player's deck, three times. Draw any of yours that cost more.",REVENDRETH,2022-07-20,,SPELL,WARRIOR,WARRIOR,RARE,2,0,0,0,0,NONE,,,Zoltan Boros,False,0,False,2,REV_931,"Olgra, I love your new tapestry! Where did you get it?"
REV_930,77244,Crazed Wretch,Has +2 Attack and Charge while damaged.,REVENDRETH,2022-07-20,,MINION,WARRIOR,WARRIOR,COMMON,2,1,4,0,0,NONE,,,Slawomir Maniak,False,0,False,2,REV_930,Enrage is all the rage.
REV_016,79581,Crooked Cook,"At the end of your turn, if you dealt 3 or more damage to the enemy hero, draw a card.",REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,RARE,2,1,4,0,0,NONE,,,Matt Dixon,False,0,False,2,REV_016,"There are many things not called poison which can kill a man. But in this case, it is poison."
REV_825,77148,Double Cross,"Secret: When your opponent spends all their Mana, draw two cards.",REVENDRETH,2022-07-20,,SPELL,ROGUE,ROGUE,COMMON,2,0,0,0,0,NONE,,SECRET,Mooncolony,False,0,False,2,REV_825,Valeera revealed herself to be a double agent. At which point Maiev felt comfortable revealing that she also was a double agent. And then Scabbs announced to everybody that - get this - he was a double agent.
REV_350,78264,Frenzied Fangs,Summon two 2/1 Bats. Infuse (@): Give them +1/+2.,REVENDRETH,2022-07-20,,SPELL,HUNTER,HUNTER,COMMON,2,0,0,0,0,NONE,,INFUSE,Ivan Fomin,False,0,False,2,REV_350,That's one stylish bat.
REV_601,84354,Frozen Touch,Deal 3 damage. Infuse (@): Add a Frozen Touch to your hand.,REVENDRETH,2022-07-20,,SPELL,MAGE,MAGE,COMMON,2,0,0,0,0,FROST,,INFUSE,Melvin Chan,False,0,False,2,REV_601,Is this what Bob was talking about when he said he served a drink to a Death Knight once?
REV_983,82316,Great Hall,Set a minion's Attack and Health to 3.,REVENDRETH,2022-07-20,,LOCATION,PALADIN,PALADIN,RARE,2,0,3,0,0,NONE,,LOCATION,BOSi Studio,False,0,False,2,REV_983,"It's fabulous! It's grand! It's, well it's really very nice."
REV_245,77055,Impending Catastrophe,Draw a card. Repeat for each Imp you control.,REVENDRETH,2022-07-20,,SPELL,WARLOCK,WARLOCK,EPIC,2,0,0,0,0,SHADOW,,,Zoltan Boros,False,0,False,2,REV_245,"The imps end you, and the cats... well, they astrophe."
REV_828,77151,Kidnap,"Secret: After your opponent plays a minion, stuff it in a 0/4 Sack.",REVENDRETH,2022-07-20,,SPELL,ROGUE,ROGUE,EPIC,2,0,0,0,0,NONE,,SECRET,Alex Stone,False,0,False,2,REV_828,"Check your coat, but don't check the coat closet."
REV_308,77491,Maze Guide,Battlecry: Summon a random 2-Cost minion.,REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,COMMON,2,1,1,0,0,NONE,,BATTLECRY,Ishmael Hoover,False,0,False,2,REV_308,"""And if you look to your left, you'll see an even larger statue of Sire Denathrius!"""
REV_246,77298,Mysterious Visitor,Battlecry: Reduce the Cost of cards copied from your opponent by (3).,REVENDRETH,2022-07-20,,MINION,PRIEST,PRIEST,EPIC,2,2,3,0,0,NONE,,BATTLECRY,Arthur Bozonnet,False,1,False,2,REV_246,"Dave, we can tell this letter is fake - it's in your handwriting. And take off that stupid hood, you're embarrassing us."
REV_307,77490,Natural Causes,Deal 2 damage. Summon a 2/2 Treant.,REVENDRETH,2022-07-20,,SPELL,DRUID,DRUID,COMMON,2,0,0,0,0,NATURE,,,Konstantin Turovec,False,0,False,2,REV_307,What if the suspect was framed? What if the murder weapon was... a plant?
REV_956,78153,Priest of the Deceased,Taunt Infuse (@): Gain +2/+2.,REVENDRETH,2022-07-20,,MINION,NEUTRAL,NEUTRAL,COMMON,2,2,3,0,0,NONE,,INFUSE|TAUNT,Paul Mafayon,False,0,False,2,REV_956,"""Funnel cakes? I haven't had those in years…"""
